,full_name,selected
840,Leandro_Bacuna,0.0
841,Miguel_Almirón,0.0
842,Youri_Tielemans,0.0
843,Caglar_Soyuncu,0.0
844,Demeaco_Duhaney,0.0
845,James_Garner,0.0
846,Tahith_Chong,0.0
847,Matty_Daly,0.0
848,Aaron_Rowe,0.0
849,Mason_Greenwood,0.0
850,Harvey_Elliott,0.0
851,Mark_Travers,0.0
852,Adam_Webster,0.0
853,Ahmed_El Mohamady,0.0
854,Albian_Ajeti,0.0
855,Alexander_Tettey,0.0
856,Allan_Saint-Maximin,0.0
857,Anwar_El Ghazi,0.0
858,Arnaut_Danjuma Groeneveld,0.0
859,Ben_Godfrey,0.0
860,Ben_Osborn,0.0
861,Billy_Sharp,0.0
862,Bjorn_Engels,0.0
863,Callum_Robinson,0.0
864,Che_Adams,0.0
865,Christian_Pulisic,0.0
866,Christoph_Zimmermann,0.0
867,Chris_Basham,0.0
868,Conor_Hourihane,0.0
869,Daniel_Ceballos Fernández,0.0
870,David_McGoldrick,0.0
871,Dean_Henderson,0.0
872,Dennis_Praet,0.0
873,Dennis_Srbeny,0.0
874,Djibril_Sidibé,0.0
875,Douglas Luiz_Soares de Paulo,0.0
876,Emi_Buendía,0.0
877,Emil_Krafth,0.0
878,Enda_Stevens,0.0
879,Ezri_Konsa Ngoyo,0.0
880,Frédéric_Guilbert,0.0
881,Gabriel Teodoro_Martinelli Silva,0.0
882,George_Baldock,0.0
883,Giovani_Lo Celso,0.0
884,Henri_Lansbury,0.0
885,Ibrahim_Amadou,0.0
886,Ismaïla_Sarr,0.0
887,Jack_Grealish,0.0
888,Jack_O'Connell,0.0
889,Jack_Stacey,0.0
890,Jamal_Lewis,0.0
891,James_Justin,0.0
892,Jed_Steer,0.0
893,Jesús_Vallejo,0.0
894,Jetro_Willems,0.0
895,Joelinton Cássio_Apolinário de Lira,0.0
896,John_Egan,0.0
897,John_Fleck,0.0
898,John_Lundstram,0.0
899,John_McGinn,0.0
900,Jonathan_Kodjia,0.0
901,Josip_Drmic,0.0
902,José Ignacio_Peleteiro Romallo,0.0
903,José Ángel_Esmorís Tasende,0.0
904,João_Cancelo,0.0
905,Keinan_Davis,0.0
906,Kenny_McLean,0.0
907,Kieran_Tierney,0.0
908,Kieron_Freeman,0.0
909,Leandro_Trossard,0.0
910,Lloyd_Kelly,0.0
911,Luke_Freeman,0.0
912,Trézéguet,0.0
913,Marco_Stiepermann,0.0
914,Mario_Vrančić,0.0
915,Marvelous_Nakamba,0.0
916,Mason_Mount,0.0
917,Max_Aarons,0.0
918,Michael_McGovern,0.0
919,Moise_Kean,0.0
920,Moritz_Leitner,0.0
921,Moussa_Djenepo,0.0
922,Muhamed_Bešić,0.0
923,Neal_Maupay,0.0
924,Nicolas_Pépé,0.0
925,Onel_Hernández,0.0
926,Pablo_Fornals,0.0
927,Patrick_Cutrone,0.0
928,Patrick_Roberts,0.0
929,Pedro_Lomba Neto,0.0
930,Ralf_Fahrmann,0.0
931,Reece_James,0.0
932,Roberto_Jimenez Gago,0.0
933,Rodrigo_Hernandez,0.0
934,Simon_Moore,0.0
935,Sébastien_Haller,0.0
936,Tanguy_Ndombele,0.0
937,Teemu_Pukki,0.0
938,Timm_Klose,0.0
939,Todd_Cantwell,0.0
940,Tom_Trybull,0.0
941,Troy_Parrott,0.0
942,Wesley_Moraes,0.0
943,Ørjan_Nyland,0.0
944,Kevin_Danso,0.0
945,Aaron_Connolly,0.0
946,Billy_Gilmour,0.0
947,Adam_Idah,0.0
948,Dimitri_Foulquier,0.0
949,Matthew_Longstaff,0.0
950,Steven_Alzate,0.0
951,Eric_Garcia,0.0
952,Brandon_Williams,0.0
953,Leon_Clarke,0.0
954,David_Martin,0.0
955,Anthony_Gordon,0.0
956,Neco_Williams,0.0
957,Emile_Smith Rowe,0.0
958,Brandon_Pierrick,0.0
959,Japhet_Tanganga,0.0
960,Tariq_Lamptey,0.0
961,William_Smallbone,0.0
962,Jeremy_Ngakia,0.0
963,Takumi_Minamino,0.0
964,Indiana_Vassilev,0.0
965,Gedson_Carvalho Fernandes,0.0
966,Lukas_Rupp,0.0
967,José_Reina,0.0
968,Ignacio_Pussetto,0.0
969,Ondrej_Duda,0.0
970,Bruno Miguel_Borges Fernandes,0.0
971,Daniel_Castelo Podence,0.0
972,Jack_Robinson,0.0
973,Josh_Brownhill,0.0
974,Mbwana_Samatta,0.0
975,Pablo_Marí,0.0
976,Richairo_Zivkovic,0.0
977,Sander_Berge,0.0
978,Steven_Bergwijn,0.0
979,Tomas_Soucek,0.0
980,Valentino_Lazaro,0.0
981,Borja_González Tomás,0.0
982,Alexis_Mac Allister,0.0
983,Armando_Broja,0.0
984,Faustino_Anjorin,0.0
985,Josh_Martin,0.0
986,Max_Thompson,0.0
987,Nathan_Tella,0.0
